의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2116180,21,지방세특례제한법 일부개정법률안,김상훈의원 등 10인,김상훈,"김예지,김태호,배준영,송언석,신원식,이만희,이양수,조수진,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2B2T0L6O1A7W1W7W3M0F2H7X1K9J1&ageFrom=21&ageTo=21,행정안전위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2B2T0L6O1A7W1W7W3M0F2H7X1K9J1
2116179,21,소비자기본법 일부개정법률안,신정훈의원등10인,신정훈,"김경만,서영교,유정주,윤재갑,이상헌,이성만,이학영,전용기,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2D2B0H6M1C5D1L1C1F9O4M2X8E6U1&ageFrom=21&ageTo=21,정무위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2D2B0H6M1C5D1L1C1F9O4M2X8E6U1
2116178,21,예비군법 일부개정법률안,민형배의원 등 14인,민형배,"권인숙,김남국,김병욱,김영배,김의겸,김철민,박상혁,소병훈,송갑석,이정문,장경태,주철현,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2P2L0G6L2J2C1M8T1I4Q0Z8A9A2J4&ageFrom=21&ageTo=21,국방위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2P2L0G6L2J2C1M8T1I4Q0Z8A9A2J4
2116177,21,고등교육법 일부개정법률안,신원식의원 등 25인,신원식,"강대식,김상훈,김예지,노용호,박진,서정숙,안병길,유경준,유의동,윤두현,윤재옥,윤주경,윤한홍,이인선,임이자,정진석,정찬민,조해진,지성호,최승재,최춘식,태영호,하영제,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2L2F0F6W1K3Z1H5I2R1T1S1H4M2I3&ageFrom=21&ageTo=21,교육위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2L2F0F6W1K3Z1H5I2R1T1S1H4M2I3
2116176,21,변호사법 일부개정법률안,민형배의원 등 10인,민형배,"권인숙,김의겸,민병덕,송갑석,윤미향,윤영덕,장경태,조오섭,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2A2L0D6N2J2Z1F8N1O1R2O6V0F6S9&ageFrom=21&ageTo=21,법제사법위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2A2L0D6N2J2Z1F8N1O1R2O6V0F6S9
2116175,21,교통약자의 이동편의 증진법 일부개정법률안,천준호의원 등 59인,천준호,"강득구,강민정,강선우,강은미,고민정,권인숙,김경만,김민철,김상희,김승원,김영주,김영호,김윤덕,김의겸,김주영,김철민,김한정,김회재,남인순,노웅래,류호정,박상혁,박영순,박재호,박주민,박찬대,배진교,서영교,서영석,신현영,심상정,어기구,오영환,용혜인,유정주,윤영덕,윤재갑,이소영,이수진,이용빈,이용선,이용우,이은주,이인영,인재근,임종성,장경태,장혜영,조승래,조오섭,최종윤,최혜영,한병도,한준호,허영,허종식,홍기원,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2R2D0Y6P1O9L1C8D0Z1U3V5I6O8B6&ageFrom=21&ageTo=21,국토교통위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2R2D0Y6P1O9L1C8D0Z1U3V5I6O8B6
2116174,21,군 사망사고 진상규명에 관한 특별법 일부개정법률안,김경협의원 등 12인,김경협,"김민철,김병기,김병욱,김병주,김영배,김정호,김주영,김한정,정성호,최강욱,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2L2Q0L6E0S9T1W0W4V7J4L0X1T3T3&ageFrom=21&ageTo=21,국방위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2L2Q0L6E0S9T1W0W4V7J4L0X1T3T3
2116173,21,금융소비자 보호에 관한 법률 일부개정법률안,김병욱의원 등 13인,김병욱,"김교흥,김병기,김정호,서영석,송갑석,유동수,이병훈,이용빈,이용선,이정문,정성호,정일영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2T2P0K2B2I5L1H7I3S0H5E4I2U3R1&ageFrom=21&ageTo=21,정무위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2T2P0K2B2I5L1H7I3S0H5E4I2U3R1
2116172,21,조세특례제한법 일부개정법률안,배준영의원등11인,배준영,"강대식,김상훈,김예지,김용판,윤창현,이태규,정동만,정우택,조명희,조수진",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2F2U0G6G2I0M1Y0M4P8A3Z9O8Y5N7&ageFrom=21&ageTo=21,기획재정위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2F2U0G6G2I0M1Y0M4P8A3Z9O8Y5N7
2116171,21,형의 실효 등에 관한 법률 일부개정법률안,김경협의원 등 10인,김경협,"김민철,김병기,김영배,김정호,김주영,김한정,정성호,최강욱,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2J2I0Z6Z0N9L1E0S4V8Z1L1Z4O9S4&ageFrom=21&ageTo=21,법제사법위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2J2I0Z6Z0N9L1E0S4V8Z1L1Z4O9S4
2116170,21,공직선거법 일부개정법률안,이성만의원 등 11인,이성만,"강훈식,김경만,김교흥,문진석,박영순,송옥주,유동수,전용기,정태호,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2W2G0J6Z1H6J1C1O3O9O0D7R3L4R4&ageFrom=21&ageTo=21,행정안전위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2W2G0J6Z1H6J1C1O3O9O0D7R3L4R4
2116169,21,자원의 절약과 재활용촉진에 관한 법률 일부개정법률안,신동근의원 등 13인,신동근,"강득구,김승남,김영배,백혜련,송재호,유정주,윤준병,이소영,전용기,최기상,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2A1X0N5N2S7N1F5D1N4P4P9P7G1R8&ageFrom=21&ageTo=21,환경노동위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2A1X0N5N2S7N1F5D1N4P4P9P7G1R8
2116168,21,법원조직법 일부개정법률안,김종민의원 등 10인,김종민,"김병욱,김정호,류호정,박광온,박주민,위성곤,장철민,최강욱,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2G2A0N3C1R7R1F0B1F5D4I5W5I1P9&ageFrom=21&ageTo=21,법제사법위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2G2A0N3C1R7R1F0B1F5D4I5W5I1P9
2116167,21,외국인아동의 출생등록에 관한 법률안,권인숙의원 등 38인,권인숙,"강득구,강민정,강병원,강선우,강은미,권칠승,기동민,김상희,김의겸,김철민,김홍걸,남인순,도종환,류호정,민형배,박주민,백혜련,서동용,신정훈,안민석,양이원영,용혜인,유정주,윤미향,윤영덕,이성만,이수진,이수진,이용빈,장경태,장혜영,정일영,정춘숙,천준호,최혜영,한정애,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2P2E0H6K1U4E1N6I5H7F4C7A8V2V8&ageFrom=21&ageTo=21,법제사법위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2P2E0H6K1U4E1N6I5H7F4C7A8V2V8
2116166,21,도로법 일부개정법률안,김회재의원 등 15인,김회재,"권칠승,김두관,김상희,김정호,김주영,맹성규,송옥주,신동근,윤영덕,이병훈,전혜숙,정일영,최기상,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2A2O0V5R1D1A1W3O4S4X1L8O4H1B8&ageFrom=21&ageTo=21,국토교통위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2A2O0V5R1D1A1W3O4S4X1L8O4H1B8
2116165,21,지방세특례제한법 일부개정법률안,박찬대의원등12인,박찬대,"강민정,강선우,맹성규,박상혁,유정주,임호선,전용기,정성호,천준호,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2F2Z0I6P1Y5H1X0S2R6N1K8O4Y1O7&ageFrom=21&ageTo=21,행정안전위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2F2Z0I6P1Y5H1X0S2R6N1K8O4Y1O7
2116164,21,소득세법 일부개정법률안,박찬대의원등13인,박찬대,"강민정,강선우,맹성규,박상혁,서동용,유정주,임호선,전용기,정성호,천준호,최혜영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2D2Z0A6V1X5W1Z0Q2Q5I2Y5P8M3D0&ageFrom=21&ageTo=21,기획재정위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2D2Z0A6V1X5W1Z0Q2Q5I2Y5P8M3D0
2116163,21,방사성폐기물 관리법 일부개정법률안,황보승희의원 등 11인,황보승희,"김도읍,백종헌,서병수,안병길,이주환,이헌승,전봉민,정동만,조경태,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2E2T0G1I1K8U1A6S0I3C5E7E0S3D8&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2E2T0G1I1K8U1A6S0I3C5E7E0S3D8
2116162,21,조세특례제한법 일부개정법률안,한기호의원등10인,한기호,"김예지,노용호,서일준,신원식,윤영석,윤주경,이달곤,전주혜,정우택",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2K2C0L6R1N3V1H4F4D3P2F9I8P8Y8&ageFrom=21&ageTo=21,기획재정위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2K2C0L6R1N3V1H4F4D3P2F9I8P8Y8
2116161,21,국가를 당사자로 하는 계약에 관한 법률 일부개정법률안,김영진의원등10인,김영진,"김병욱,김주영,우원식,윤후덕,정일영,조승래,최종윤,한병도,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2P2J0T6Q2S1C1B4S5U2H0E7I1W4M6&ageFrom=21&ageTo=21,기획재정위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2P2J0T6Q2S1C1B4S5U2H0E7I1W4M6
2116160,21,농어촌정비법 일부개정법률안,서삼석의원등34인,서삼석,"강민정,김선교,김승남,김승원,김영주,김원이,김정호,김진표,김철민,노웅래,민형배,박정,백혜련,소병철,신정훈,신현영,안규백,어기구,오영환,위성곤,유정주,윤영덕,윤재갑,이개호,이원택,임종성,임호선,장경태,전용기,최기상,최인호,허영,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2F2A0Q3R3G1O1O2L0U8K5D5Q1J9D0&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-06-28,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2F2A0Q3R3G1O1O2L0U8K5D5Q1J9D0
2116159,21,전기통신사업법 일부개정법률안,이성만의원 등 12인,이성만,"권인숙,김교흥,박찬대,송옥주,신동근,신정훈,유동수,윤관석,전용기,정일영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2N2J0Q4U2O1W1L3F2J8Q0H5E4V9F5&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2N2J0Q4U2O1W1L3F2J8Q0H5E4V9F5
2116158,21,메타버스콘텐츠 진흥에 관한 법률안,김승수의원 등 11인,김승수,"강대식,권명호,김예지,김희곤,박대수,유의동,이명수,이용,임이자,최형두",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2G2T0P6Z2H0U1W6W2R5O5V2J8B3D2&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2G2T0P6Z2H0U1W6W2R5O5V2J8B3D2
2116157,21,남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안,황보승희의원등10인,황보승희,"강대식,구자근,김형동,백종헌,정경희,조명희,조수진,최승재,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2G2W0U6T2X3K1F6Q1F0G4B2R7O4B8&ageFrom=21&ageTo=21,환경노동위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2G2W0U6T2X3K1F6Q1F0G4B2R7O4B8
2116156,21,소득세법 일부개정법률안,유경준의원등10인,유경준,"강대식,김상훈,배준영,배현진,신원식,이채익,정우택,조명희,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2W2H0Q6V1S6Q1E4N1W2I1S4N7N8U4&ageFrom=21&ageTo=21,민생경제안정특별위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2W2H0Q6V1S6Q1E4N1W2I1S4N7N8U4
2116155,21,가맹사업거래의 공정화에 관한 법률 일부개정법률안,우원식의원 등 12인,우원식,"김병욱,김영호,김진표,류호정,송옥주,양경숙,용혜인,유정주,이동주,최기상,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2F2S0M4I1M4M1Y5G2G2M3Z3X3G8H3&ageFrom=21&ageTo=21,정무위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2F2S0M4I1M4M1Y5G2G2M3Z3X3G8H3
2116154,21,소득세법 일부개정법률안,조수진의원 등 10인,조수진,"강대식,김상훈,김영식,김용판,배준영,유상범,윤상현,윤창현,조경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2V2S0D6N2E4Z0V9B4Y7P5R1E2F8R3&ageFrom=21&ageTo=21,기획재정위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_S2V2S0D6N2E4Z0V9B4Y7P5R1E2F8R3
2116153,21,조세특례제한법 일부개정법률안,유경준의원 등 10인,유경준,"강대식,김상훈,노용호,배준영,배현진,이채익,조명희,조수진,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2I2Z0O6V1F5M1D6Q0I4T0T8S7R4A1&ageFrom=21&ageTo=21,기획재정위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2I2Z0O6V1F5M1D6Q0I4T0T8S7R4A1
2116152,21,조세특례제한법 일부개정법률안,조수진의원 등 10인,조수진,"강대식,김상훈,김영식,김용판,배준영,유상범,윤상현,윤창현,조경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2V2U0S6U2W4U0P9K4G6W4D8T8J9T8&ageFrom=21&ageTo=21,기획재정위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2V2U0S6U2W4U0P9K4G6W4D8T8J9T8
2116151,21,형법 일부개정법률안,홍석준의원 등 12인,홍석준,"강기윤,강대식,김석기,박성민,배준영,서일준,이달곤,이양수,임병헌,정경희,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2A2A0N6Y1U7O1O0A4R1M3H8M2B0J6&ageFrom=21&ageTo=21,법제사법위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2A2A0N6Y1U7O1O0A4R1M3H8M2B0J6
2116150,21,취업 후 학자금 상환 특별법 일부개정법률안,정태호의원 등 10인,정태호,"강선우,김상희,김정호,김종민,송갑석,임종성,조승래,최기상,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2R2R0X6U1U4E1K0R4E9R3D2N8W8Q4&ageFrom=21&ageTo=21,교육위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2R2R0X6U1U4E1K0R4E9R3D2N8W8Q4
2116149,21,낚시 관리 및 육성법 일부개정법률안,유정주의원 등 11인,유정주,"김진표,박찬대,서영교,신영대,신정훈,이원택,전용기,주철현,최기상,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2I2T0Z4O2X2Q1V8F2X3T2J2N4H0J5&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2I2T0Z4O2X2Q1V8F2X3T2J2N4H0J5
2116148,21,수리산업 지원에 관한 법률안,조정훈의원 등 10인,조정훈,"강훈식,김두관,류호정,박홍근,양정숙,양향자,윤미향,윤재갑,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2W2B0Z5M2H6D1X7T2S0K2I7C9P3S6&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2W2B0Z5M2H6D1X7T2S0K2I7C9P3S6
2116147,21,조세특례제한법 일부개정법률안,배준영의원 등 10인,배준영,"강대식,김예지,김용판,윤창현,이태규,정동만,정우택,조명희,조수진",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2P2A0C6C2P0T1V0G4V7H3Y9L1C3Q9&ageFrom=21&ageTo=21,기획재정위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2P2A0C6C2P0T1V0G4V7H3Y9L1C3Q9
2116146,21,조세특례제한법 일부개정법률안,이달곤의원 등 10인,이달곤,"김예지,박대수,박덕흠,서병수,서일준,정점식,조수진,하영제,한기호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Q2W0X4B2D6C1I6C4R8U4M1E2E5C7&ageFrom=21&ageTo=21,기획재정위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2Q2W0X4B2D6C1I6C4R8U4M1E2E5C7
2116145,21,금융소비자 보호에 관한 법률 일부개정법률안,유동수의원 등 10인,유동수,"강득구,김교흥,김승남,남인순,박찬대,안규백,윤관석,최종윤,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2C1U0U5I2D4P0A9S3G0P3L9V8N2A9&ageFrom=21&ageTo=21,정무위원회,2022-06-27,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2C1U0U5I2D4P0A9S3G0P3L9V8N2A9
2116144,21,주거기본법 일부개정법률안,김상훈의원 등 16인,김상훈,"강대식,김승수,박성민,백종헌,서병수,서일준,유경준,윤영석,윤주경,이양수,임병헌,조수진,조해진,태영호,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Z2A0O6F1J5N1B1B0V9U2P9V6J2F3&ageFrom=21&ageTo=21,국토교통위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2Z2A0O6F1J5N1B1B0V9U2P9V6J2F3
2116143,21,개인정보 보호법 일부개정법률안,양정숙의원 등 10인,양정숙,"강득구,강민정,안민석,안호영,용혜인,윤준병,최기상,최연숙,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2S2M0Q3F2S8K1T1G3L3Y2G7Z0D1B5&ageFrom=21&ageTo=21,정무위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2S2M0Q3F2S8K1T1G3L3Y2G7Z0D1B5
2116142,21,전기통신금융사기 피해 방지 및 피해금 환급에 관한 특별법 일부개정법률안,권칠승의원 등 10인,권칠승,"고용진,권인숙,김민철,김의겸,김철민,도종환,민병덕,임종성,임호선",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2X2T0I5E0T6L1E0B2I5A0N5U1I0A9&ageFrom=21&ageTo=21,정무위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2X2T0I5E0T6L1E0B2I5A0N5U1I0A9
2116141,21,공무원 재해보상법 일부개정법률안,이태규의원 등 10인,이태규,"김상훈,배준영,서범수,윤영석,이명수,이양수,최연숙,최형두,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2J1P0N8N1U3P1B0Q3P4N1J9P4G4Q7&ageFrom=21&ageTo=21,행정안전위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2J1P0N8N1U3P1B0Q3P4N1J9P4G4Q7
2116140,21,방사성폐기물 관리법 일부개정법률안,정동만의원 등 10인,정동만,"구자근,김도읍,박성민,백종헌,서병수,이종성,이주환,전봉민,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2U2N0C2L1H0O1U5T1F0D4S0C9A2K6&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2U2N0C2L1H0O1U5T1F0D4S0C9A2K6
2116139,21,조세특례제한법 일부개정법률안,이달곤의원 등 12인,이달곤,"김예지,김용판,박대수,박덕흠,서병수,서일준,이채익,정점식,조경태,조수진,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2B2J0G4R2W6X1P6N4B7Q4U9C5U6Y7&ageFrom=21&ageTo=21,기획재정위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2B2J0G4R2W6X1P6N4B7Q4U9C5U6Y7
2116138,21,집단에너지사업법 일부개정법률안,이성만의원 등 11인,이성만,"강훈식,김교흥,송갑석,송옥주,신정훈,유동수,이수진,전용기,정일영,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2Y2W0B6U1K6J1V1N4F5R5C4V0D7V9&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2Y2W0B6U1K6J1V1N4F5R5C4V0D7V9
2116137,21,군 사망사고 진상규명에 관한 특별법 일부개정법률안,전용기의원 등 12인,전용기,"김병기,김영배,김정호,박광온,박영순,송갑석,신정훈,유정주,이병훈,이상헌,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2O2V0N5L1Q1T0V9O5K3P0G1Y4F5V2&ageFrom=21&ageTo=21,국방위원회,2022-06-24,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2O2V0N5L1Q1T0V9O5K3P0G1Y4F5V2
