의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2116120,21,소득세법 일부개정법률안,송언석의원 등 11인,송언석,"권성동,김병욱,김상훈,류성걸,배준영,양금희,윤재옥,윤주경,최춘식,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2M2Y0X6Q0Y9Z1U2M4E2F4Q4N4Z1Z0&ageFrom=21&ageTo=21,기획재정위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2M2Y0X6Q0Y9Z1U2M4E2F4Q4N4Z1Z0
2116119,21,북한이탈주민의 보호 및 정착지원에 관한 법률 일부개정법률안,태영호의원 등 10인,태영호,"구자근,김상훈,김석기,김영식,신원식,유경준,정우택,조수진,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2E2F0H2E0Y3Q1Y1M1A8H3K5U0V1P2&ageFrom=21&ageTo=21,외교통일위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2E2F0H2E0Y3Q1Y1M1A8H3K5U0V1P2
2116118,21,청년고용촉진 특별법 일부개정법률안,임병헌의원 등 10인,임병헌,"강기윤,구자근,김승수,김예지,김용판,김형동,김희국,윤상현,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2S2E0I6H2F1M1N0N3N3F0Z7B2S8K2&ageFrom=21&ageTo=21,환경노동위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2S2E0I6H2F1M1N0N3N3F0Z7B2S8K2
2116117,21,공직선거법 일부개정법률안,김석기의원 등 14인,김석기,"강기윤,구자근,김병욱,김상훈,김승수,김정재,성일종,이종성,임병헌,조명희,지성호,태영호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2P2X0Z6C1L5J1J3L3D5A4F1X7V1Q4&ageFrom=21&ageTo=21,행정안전위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2P2X0Z6C1L5J1J3L3D5A4F1X7V1Q4
2116116,21,국경일에 관한 법률 일부개정법률안,윤상현의원 등 11인,윤상현,"구자근,김병욱,김선교,김정재,송언석,양금희,이명수,이인선,임병헌,조수진",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2P2O0U6K2G2Y1G0Y1F8D1I4G8Y8Q3&ageFrom=21&ageTo=21,행정안전위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2P2O0U6K2G2Y1G0Y1F8D1I4G8Y8Q3
2116115,21,고용보험법 일부개정법률안,임병헌의원 등 10인,임병헌,"강기윤,구자근,김승수,김예지,김용판,김형동,김희국,윤상현,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2Y2F0J6Q2Z1Z1J0M3H6V3D7K8A2T1&ageFrom=21&ageTo=21,환경노동위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2Y2F0J6Q2Z1Z1J0M3H6V3D7K8A2T1
2116114,21,전통시장 및 상점가 육성을 위한 특별법 일부개정법률안,임병헌의원 등 10인,임병헌,"강기윤,구자근,김승수,김예지,김용판,김형동,김희국,윤상현,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M2I0L6K2E1O1K0R3S5Y5P7G7I6E5&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2M2I0L6K2E1O1K0R3S5Y5P7G7I6E5
2116113,21,장애아동 복지지원법 일부개정법률안,김미애의원 등 13인,김미애,"김상훈,김예지,김용판,김학용,성일종,송언석,양금희,윤주경,이종성,전주혜,조명희,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2E2M0C6X1O5S1O0O1X9M2G1I9C4T9&ageFrom=21&ageTo=21,보건복지위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2E2M0C6X1O5S1O0O1X9M2G1I9C4T9
2116112,21,중소기업 인력지원 특별법 일부개정법률안,임병헌의원 등 10인,임병헌,"강기윤,구자근,김승수,김예지,김용판,김형동,김희국,윤상현,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2U2F0B6G2E1W1N0U3C4Z1G4U4X6P7&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2U2F0B6G2E1W1N0U3C4Z1G4U4X6P7
2116111,21,청년기본법 일부개정법률안,임병헌의원 등 10인,임병헌,"강기윤,구자근,김승수,김예지,김용판,김형동,김희국,윤상현,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2P2M0B6K2E1O1L0T3I2K1G9F3F8D4&ageFrom=21&ageTo=21,정무위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2P2M0B6K2E1O1L0T3I2K1G9F3F8D4
2116110,21,지방자치법 일부개정법률안,한준호의원 등 17인,한준호,"강준현,기동민,김영진,김철민,안규백,양경숙,윤건영,윤미향,윤영찬,이동주,이용빈,조승래,천준호,최종윤,홍성국,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2C2H0Q6P2J1Z0Z9B4Y4I1C9I1S1L9&ageFrom=21&ageTo=21,행정안전위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2C2H0Q6P2J1Z0Z9B4Y4I1C9I1S1L9
2116109,21,공직선거법 일부개정법률안,홍정민의원 등 10인,홍정민,"강민정,김민철,김승남,박성준,유정주,이용우,장경태,전용기,조정훈",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2X2O0Q4K1F4G1E6W4E7S5J9Y4P5Y6&ageFrom=21&ageTo=21,행정안전위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2X2O0Q4K1F4G1E6W4E7S5J9Y4P5Y6
2116108,21,선원법 일부개정법률안,안병길의원 등 11인,안병길,"강민국,권명호,김선교,박대수,백종헌,윤재옥,이만희,전봉민,정점식,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Y1M0K7L2Y0O1Q0O3A8W3B0X8H9P7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2Y1M0K7L2Y0O1Q0O3A8W3B0X8H9P7
2116107,21,독립유공자예우에 관한 법률 일부개정법률안,김승수의원 등 10인,김승수,"구자근,김상훈,김석기,김예지,박진,이명수,정운천,주호영,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2D2A0P6U1N6B1O4S0N5E3Q5Y3T6P5&ageFrom=21&ageTo=21,정무위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2D2A0P6U1N6B1O4S0N5E3Q5Y3T6P5
2116106,21,보훈보상대상자 지원에 관한 법률 일부개정법률안,김승수의원 등 10인,김승수,"구자근,김상훈,김석기,김예지,박진,이명수,정운천,주호영,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2X2S0Y6X1Q6U1A4J0S6H2Q4N1S5O1&ageFrom=21&ageTo=21,정무위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2X2S0Y6X1Q6U1A4J0S6H2Q4N1S5O1
2116105,21,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,김승수의원 등 10인,김승수,"구자근,김상훈,김석기,김예지,박진,이명수,정운천,주호영,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2Z2L0X6Z1C6J1J4E0A4L5L8O4N1H0&ageFrom=21&ageTo=21,정무위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2Z2L0X6Z1C6J1J4E0A4L5L8O4N1H0
2116104,21,유사수신행위의 규제에 관한 법률 일부개정법률안,양정숙의원등12인,양정숙,"강민정,강선우,류호정,안호영,위성곤,유정주,윤미향,윤준병,이용빈,하태경,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Q2F0O6R1S5R1J7Y3F8U2P5K9J5O7&ageFrom=21&ageTo=21,정무위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Z2Q2F0O6R1S5R1J7Y3F8U2P5K9J5O7
2116103,21,공직선거법 일부개정법률안,이양수의원 등 10인,이양수,"박대수,박진,서병수,안병길,윤상현,윤재갑,윤창현,조명희,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2G2D0H6S0U8S1Y5B3K9R4S7H0J3X6&ageFrom=21&ageTo=21,행정안전위원회,2022-06-23,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2G2D0H6S0U8S1Y5B3K9R4S7H0J3X6
2116102,21,예비군법 일부개정법률안,유경준의원등10인,유경준,"강대식,김상훈,노용호,박진,신원식,이채익,정우택,조명희,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2I2A0Y6X1W6K1L4Y1S3S4S0J4B1N7&ageFrom=21&ageTo=21,국방위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2I2A0Y6X1W6K1L4Y1S3S4S0J4B1N7
2116101,21,국유재산특례제한법 일부개정법률안,도종환의원 등 10인,도종환,"강병원,권칠승,김철민,박정,서동용,서영석,안민석,유정주,인재근",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2Y2R0A6F0X7C1D3A4O1M3T4V4E6O1&ageFrom=21&ageTo=21,기획재정위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2Y2R0A6F0X7C1D3A4O1M3T4V4E6O1
2116100,21,문학진흥법 일부개정법률안,도종환의원 등 10인,도종환,"강병원,권칠승,김철민,박정,서동용,서영석,안민석,유정주,인재근",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2U2R0I6S0O7F1P3G4Y0S5W7Q6U1X2&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_T2U2R0I6S0O7F1P3G4Y0S5W7Q6U1X2
2116099,21,주택법 일부개정법률안,하태경의원 등 10인,하태경,"강대식,김미애,김희곤,배현진,백종헌,서병수,조경태,하영제,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M2J0W6C0G7A1M4U2N5S3D8R9S6A9&ageFrom=21&ageTo=21,국토교통위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2M2J0W6C0G7A1M4U2N5S3D8R9S6A9
2116098,21,대한민국예술원법 일부개정법률안,전용기의원등12인,전용기,"김병기,송갑석,유정주,윤재갑,이상헌,이성만,정성호,최혜영,한병도,홍성국,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2Q2F0O5K2D6E1C7W0A3U3V5G1F1X0&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2Q2F0O5K2D6E1C7W0A3U3V5G1F1X0
2116097,21,대한민국학술원법 일부개정법률안,전용기의원등11인,전용기,"김병기,송갑석,유정주,윤재갑,이성만,정성호,최혜영,한병도,홍성국,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Y2N0M5L2R6X1M6D5X9L4G3E7N4A1&ageFrom=21&ageTo=21,교육위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2Y2N0M5L2R6X1M6D5X9L4G3E7N4A1
2116096,21,도로교통법 일부개정법률안,문진석의원 등 12인,문진석,"김교흥,김병기,김병욱,김윤덕,변재일,서영석,우원식,이용빈,이정문,이형석,조오섭",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2E2K0X6H1Z3Z1P1K4N2K5Q7R7V8D6&ageFrom=21&ageTo=21,행정안전위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2E2K0X6H1Z3Z1P1K4N2K5Q7R7V8D6
2116095,21,소음·진동관리법 일부개정법률안,박덕흠의원 등 12인,박덕흠,"강대식,김용판,김희곤,백종헌,성일종,송언석,엄태영,이인선,이종성,조해진,최춘식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2W2V0R6P1L7B1U6I1C5Q5Z1U1M2U6&ageFrom=21&ageTo=21,환경노동위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2W2V0R6P1L7B1U6I1C5Q5Z1U1M2U6
2116094,21,교통·에너지·환경세법 일부개정법률안,배준영의원 등 12인,배준영,"김용판,류성걸,박수영,서일준,윤창현,정동만,정우택,정운천,조명희,최승재,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2X2D0Z6V2F0R1R0Z4I4H2R9P7R3B5&ageFrom=21&ageTo=21,민생경제안정특별위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2X2D0Z6V2F0R1R0Z4I4H2R9P7R3B5
2116093,21,개별소비세법 일부개정법률안,배준영의원 등 13인,배준영,"김상훈,김용판,류성걸,박수영,서일준,윤창현,정동만,정우택,정운천,조명희,최승재,홍석준",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2W2J0H6L2O0X1W0H4T3B2T5F3K2U5&ageFrom=21&ageTo=21,민생경제안정특별위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2W2J0H6L2O0X1W0H4T3B2T5F3K2U5
2116092,21,개별소비세법 일부개정법률안,조수진의원 등 10인,조수진,"강기윤,김병욱,김상훈,김선교,김영식,유상범,이주환,정우택,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Z2J0T6W2I1O1Q3U2I3E1T1Q1X2R8&ageFrom=21&ageTo=21,민생경제안정특별위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2Z2J0T6W2I1O1Q3U2I3E1T1Q1X2R8
2116091,21,위생용품 관리법 일부개정법률안,최종윤의원등10인,최종윤,"강선우,김승남,남인순,신영대,인재근,정일영,조승래,최기상,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2R2S0J6Z0R7D1E7F2P7J2W9O9K5O4&ageFrom=21&ageTo=21,보건복지위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2R2S0J6Z0R7D1E7F2P7J2W9O9K5O4
2116090,21,해양교육 및 해양문화의 활성화에 관한 법률 일부개정법률안,윤재갑의원 등 11인,윤재갑,"김정호,김홍걸,양정숙,위성곤,이개호,이동주,이병훈,주철현,허종식,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2X2Q0T5N1Z1Y1I4E4R6B4N6D3N8S6&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2X2Q0T5N1Z1Y1I4E4R6B4N6D3N8S6
2116089,21,군인보수법 일부개정법률안,한기호의원 등 10인,한기호,"김도읍,김형동,노용호,안규백,유의동,윤주경,이양수,이채익,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2N1U0X7Y0L1F1K6V2O7C5H4O4F2W5&ageFrom=21&ageTo=21,국방위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2N1U0X7Y0L1F1K6V2O7C5H4O4F2W5
2116088,21,국민건강보험법 일부개정법률안,최종윤의원등16인,최종윤,"강병원,강선우,고영인,김민철,김승남,남인순,박상혁,신동근,신영대,인재근,정일영,조승래,최기상,최혜영,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2X2C0W4W0P1G1D0E3E9R5T7R0S0O9&ageFrom=21&ageTo=21,보건복지위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2X2C0W4W0P1G1D0E3E9R5T7R0S0O9
2116087,21,국민연금법 일부개정법률안,최종윤의원등13인,최종윤,"강병원,강선우,고영인,김민철,김승남,남인순,박상혁,인재근,조승래,최기상,최혜영,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2J2I0U4S0T1K1R0L3K9C2K0M6E8C0&ageFrom=21&ageTo=21,보건복지위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2J2I0U4S0T1K1R0L3K9C2K0M6E8C0
2116086,21,장애인고용촉진 및 직업재활법 일부개정법률안,김영진의원 등 10인,김영진,"강득구,김수흥,김윤덕,김주영,김홍걸,노웅래,조승래,조응천,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S1X0W9N2I8P1O1L5H9N5G3R9K8P3&ageFrom=21&ageTo=21,환경노동위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2S1X0W9N2I8P1O1L5H9N5G3R9K8P3
2116085,21,우주개발 진흥법 일부개정법률안,김승남의원 등 10인,김승남,"고영인,권칠승,김두관,김영호,소병훈,신정훈,정성호,최기상,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2S2J0X6H1K5X1P1X3L3M1Q7X5Z6Y1&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2S2J0X6H1K5X1P1X3L3M1Q7X5Z6Y1
2116084,21,해저광물자원 개발법 일부개정법률안,김병욱의원 등 11인,김병욱,"강대식,김석기,김승수,박성민,백종헌,송언석,유경준,유의동,윤두현,윤주경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2T2A0X6F0V7S1S6C3X0N0J5K9Z7V7&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2T2A0X6F0V7S1S6C3X0N0J5K9Z7V7
2116083,21,영유아보육법 일부개정법률안,소병훈의원 등 11인,소병훈,"권칠승,김교흥,김승남,민형배,박정,용혜인,이동주,이정문,이탄희,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2Y2X0G4A2H8G0X9B2L9J0A6B3O0I3&ageFrom=21&ageTo=21,null,2022-06-22,철회,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2Y2X0G4A2H8G0X9B2L9J0A6B3O0I3
2116082,21,국가연구개발혁신법 일부개정법률안,홍정민의원 등 10인,홍정민,"김정호,송기헌,신정훈,오영환,유정주,이용우,이원택,한준호,황운하",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2S1P1C2C3S1I0Z9U1X6U2X7V9S6I6&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2S1P1C2C3S1I0Z9U1X6U2X7V9S6I6
2116081,21,금융소비자 보호에 관한 법률 일부개정법률안,최형두의원 등 12인,최형두,"강기윤,김상훈,김영식,김용판,서일준,윤두현,윤영석,윤주경,이종배,이태규,정우택",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2R2U0B6K0E3A1R7D4T0P1J1L9T1B0&ageFrom=21&ageTo=21,정무위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2R2U0B6K0E3A1R7D4T0P1J1L9T1B0
2116080,21,감염병의 예방 및 관리에 관한 법률 일부개정법률안,최형두의원 등 11인,최형두,"강기윤,김영식,김용판,서일준,윤두현,윤영석,윤주경,이태규,정우택,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2R2E0A5N2E7U1L4O3L7V1J2F4J3P2&ageFrom=21&ageTo=21,보건복지위원회,2022-06-22,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_K2R2E0A5N2E7U1L4O3L7V1J2F4J3P2
2116079,21,산업전환시 고용안정 지원 등에 관한 법률안,임이자의원 등 11인,임이자,"권명호,김승수,김형동,박대수,송석준,신원식,정점식,주호영,하영제,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2C2O0H5A3B0L1F7Y2Q3S0G4S0D9K1&ageFrom=21&ageTo=21,환경노동위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2C2O0H5A3B0L1F7Y2Q3S0G4S0D9K1
2116078,21,지방세특례제한법 일부개정법률안,이원택의원 등 10인,이원택,"김영호,서삼석,신정훈,위성곤,유정주,윤재갑,장경태,주철현,최인호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2H2K0G5O0Q9I1Z3Q5T0C3J7V6T8L7&ageFrom=21&ageTo=21,행정안전위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Y2H2K0G5O0Q9I1Z3Q5T0C3J7V6T8L7
2116077,21,영화 및 비디오물의 진흥에 관한 법률 일부개정법률안,유정주의원등11인,유정주,"김승원,김진표,박찬대,신정훈,이원택,전용기,주철현,최기상,허영,홍정민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2B2Y0O5K1Z1O1H0R5A7M0N0K8H9A0&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2B2Y0O5K1Z1O1H0R5A7M0N0K8H9A0
2116076,21,관세법 일부개정법률안,정성호의원 등 12인,정성호,"김남국,김두관,김병욱,김승남,노웅래,박찬대,송갑석,양경숙,임호선,전용기,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2W2T0I6O1J3L1L4C4G6Y2G4K8C7Z4&ageFrom=21&ageTo=21,기획재정위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_U2W2T0I6O1J3L1L4C4G6Y2G4K8C7Z4
2116075,21,국회법 일부개정법률안,신영대의원등10인,신영대,"김경만,김교흥,김병욱,민형배,신정훈,유정주,이동주,이학영,장경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2F2A0W1D2E8K0V9C3E4T3A9K0R9T2&ageFrom=21&ageTo=21,국회운영위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2F2A0W1D2E8K0V9C3E4T3A9K0R9T2
2116074,21,도로교통법 일부개정법률안,소병훈의원 등 10인,소병훈,"권칠승,김두관,김승남,민형배,송옥주,용혜인,이동주,이정문,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2S2Y0H4A1R2M1B5C2L5A0K1I5H9Y7&ageFrom=21&ageTo=21,행정안전위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2S2Y0H4A1R2M1B5C2L5A0K1I5H9Y7
2116073,21,공공기관의 운영에 관한 법률 일부개정법률안,신영대의원 등 10인,신영대,"권칠승,김경만,김정호,민형배,서삼석,신정훈,유정주,이동주,장경태",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2P2Z0U2C1H0A1C1Y3N5E5H2O2O2P1&ageFrom=21&ageTo=21,기획재정위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2P2Z0U2C1H0A1C1Y3N5E5H2O2O2P1
2116072,21,국회법 일부개정법률안,박주민의원 등 10인,박주민,"강득구,강민정,김두관,김용민,김정호,박찬대,용혜인,장혜영,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2X2C0H3D3T1M1W0X1P5T2Q0T8L1S8&ageFrom=21&ageTo=21,국회운영위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2X2C0H3D3T1M1W0X1P5T2Q0T8L1S8
2116071,21,전기사업법 일부개정법률안,이학영의원 등 10인,이학영,"김민철,김윤덕,신정훈,우원식,윤재갑,이장섭,임호선,최기상,홍익표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R2B0Y4Y1H9Z1K6J2Q3S0X9L5Z3L6&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2R2B0Y4Y1H9Z1K6J2Q3S0X9L5Z3L6
2116070,21,노인복지법 일부개정법률안,김영진의원등10인,김영진,"강득구,강훈식,김윤덕,김주영,노웅래,서영석,조응천,조정식,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Q2L0I6E1V6K0D9E5B7C1U4J9U0H8&ageFrom=21&ageTo=21,보건복지위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2Q2L0I6E1V6K0D9E5B7C1U4J9U0H8
2116069,21,노인장기요양보험법 일부개정법률안,김영진의원등10인,김영진,"강득구,강훈식,김윤덕,김주영,노웅래,서영석,조응천,조정식,최종윤",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2C2Y0K6A1U6A1A0X0R1H0C4V0G2D8&ageFrom=21&ageTo=21,보건복지위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2C2Y0K6A1U6A1A0X0R1H0C4V0G2D8
2116068,21,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,박진의원 등 14인,박진,"권명호,김도읍,김석기,김선교,김승수,서일준,신원식,유경준,이양수,정우택,조명희,태영호,황보승희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2P2D0W6Q1Z6Y1K1Y1Z3F3C3F2O8B3&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2P2D0W6Q1Z6Y1K1Y1Z3F3C3F2O8B3
2116067,21,공직선거법 일부개정법률안,윤건영의원 등 11인,윤건영,"김병주,김영배,김정호,문정복,박광온,신현영,윤영찬,최종윤,한병도,홍영표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2X2L0U6X1T6C1T7M5L1U3T4T3W5I5&ageFrom=21&ageTo=21,행정안전위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2X2L0U6X1T6C1T7M5L1U3T4T3W5I5
2116066,21,제주특별자치도 설치 및 국제자유도시 조성을 위한 특별법 일부개정법률안,위성곤의원 등 10인,위성곤,"김승남,김정호,맹성규,윤영덕,윤재갑,이개호,이원택,주철현,최인호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2I2J0R6S0M7E1H5Q5X2T1B8D3D9J0&ageFrom=21&ageTo=21,행정안전위원회,2022-06-21,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2I2J0R6S0M7E1H5Q5X2T1B8D3D9J0
